Game,Rally,Player,Team,Space,Action,Errors,Nothing,Score
26,43.0,FRA_9,FRA,1,A_0,,1.0,
20,30.0,BRA_18,BRA,8,R_0,,1.0,
20,30.0,BRA_1,BRA,2,G_0,,1.0,
20,30.0,BRA_18,BRA,5,A_0,,,1.0
20,30.0,USA_5,USA,L,JS_0,,1.0,
20,30.0,USA_8,USA,8,D_0,1.0,,
6,15.0,FRA_9,FRA,6,R_0,,1.0,
6,15.0,FRA_11,FRA,3,G_1,,1.0,
6,15.0,FRA_1,FRA,2,A_0,,,1.0
6,15.0,ITA_15,ITA,L,JS_0,,1.0,
6,15.0,ITA_6,ITA,2,B_0,1.0,,
21,37.0,BRA_28,BRA,Y,JS_0,1.0,,
28,46.0,POL_16,POL,9,R_1,,1.0,
28,46.0,POL_12,POL,2,G_1,,1.0,
28,46.0,POL_14,POL,1,A_0,,,1.0
28,46.0,USA_8,USA,Y,JS_0,,1.0,
28,46.0,USA_22,USA,4,D_0,1.0,,
27,14.0,FRA_9,FRA,6,R_0,,1.0,
27,14.0,FRA_11,FRA,2,G_0,,1.0,
27,14.0,FRA_9,FRA,2,A_0,,,1.0
27,14.0,USA_8,USA,Y,JS_0,,1.0,
27,14.0,USA_4,USA,2,B_0,,1.0,
27,14.0,USA_22,USA,4,D_0,1.0,,
3,37.0,IRI_19,IRI,5,R_1,,1.0,
3,37.0,IRI_25,IRI,2,G_0,,1.0,
3,37.0,IRI_19,IRI,2,A_0,,,1.0
3,37.0,POL_19,POL,L,FS_0,,1.0,
3,37.0,POL_19,POL,6,D_0,1.0,,
13,16.0,POL_17,POL,4,R_0,,1.0,
13,16.0,POL_19,POL,3,G_0,,1.0,
13,16.0,POL_16,POL,1,A_0,,,1.0
13,16.0,ITA_17,ITA,L,FS_0,,1.0,
13,16.0,ITA_6,ITA,6,D_0,1.0,,
11,33.0,NED_3,NED,2,D_0,,1.0,
11,33.0,NED_19,NED,3,G_0,,1.0,
11,33.0,NED_12,NED,1,D_0,,1.0,
11,33.0,NED_10,NED,3,B_0,,1.0,
11,33.0,NED_3,NED,8,D_0,1.0,,
11,33.0,ITA_5,ITA,2,B_0,,1.0,
11,33.0,ITA_15,ITA,5,D_0,,1.0,
11,33.0,ITA_6,ITA,3,G_0,,1.0,
11,33.0,ITA_5,ITA,1,A_0,,,1.0
11,33.0,NED_12,NED,2,D_0,,1.0,
11,33.0,NED_19,NED,3,G_0,,1.0,
11,33.0,NED_3,NED,2,A_0,,1.0,
11,33.0,NED_3,NED,9,R_1,,1.0,
11,33.0,NED_19,NED,2,G_1,,1.0,
11,33.0,NED_16,NED,1,At_0,,1.0,
11,33.0,ITA_15,ITA,L,JS_0,,1.0,
11,33.0,ITA_7,ITA,5,D_0,,1.0,
11,33.0,ITA_6,ITA,2,G_0,,1.0,
11,33.0,ITA_14,ITA,2,At_0,,1.0,
18,31.0,FRA_1,FRA,Y,JS_0,1.0,,
21,39.0,USA_2,USA,7,R_1,,1.0,
21,39.0,USA_11,USA,2,G_1,,1.0,
21,39.0,USA_4,USA,2,A_0,,,1.0
21,39.0,BRA_9,BRA,M,JS_0,,1.0,
21,39.0,BRA_15,BRA,7,D_0,1.0,,
30,15.0,POL_10,POL,8,R_1,,1.0,
30,15.0,POL_19,POL,2,G_1,,1.0,
30,15.0,POL_21,POL,1,A_0,,,1.0
30,15.0,USA_20,USA,M,JS_0,,1.0,
30,15.0,USA_5,USA,3,B_0,,1.0,
30,15.0,USA_20,USA,4,D_0,1.0,,
2,5.0,IRI_22,IRI,7,R_0,,1.0,
2,5.0,IRI_18,IRI,1,G_0,,1.0,
2,5.0,IRI_17,IRI,3,A_0,1.0,,
2,5.0,POL_6,POL,Y,JS_0,,1.0,
18,14.0,FRA_19,FRA,Y,JS_0,1.0,,
24,26.0,FRA_9,FRA,1,A_0,,,1.0
24,26.0,UAS_2,UAS,7,R_0,,1.0,
24,26.0,UAS_22,UAS,5,D_0,1.0,,
23,12.0,USA_8,USA,9,R_0,1.0,,
23,12.0,FRA_14,FRA,Y,JS_0,,,1.0
27,23.0,FRA_25,FRA,L,JS_0,1.0,,
4,24.0,IRI_17,IRI,L,JS_0,1.0,,
17,5.0,JAP_2,JAP,2,D_1,,1.0,
17,5.0,JAP_8,JAP,2,G_0,,1.0,
17,5.0,JAP_5,JAP,1,A_0,,,1.0
17,5.0,FRA_4,FRA,3,B_0,,1.0,
17,5.0,FRA_19,FRA,4,D_0,1.0,,
17,5.0,JAP_20,JAP,5,R_1,,1.0,
17,5.0,JAP_8,JAP,2,G_1,,1.0,
17,5.0,JAP_1,JAP,3,A_0,,1.0,
17,5.0,FRA_4,FRA,Y,JS_0,,1.0,
17,5.0,FRA_2,FRA,4,D_0,,1.0,
8,32.0,ITA_5,ITA,L,JS_0,1.0,,
16,10.0,FRA_19,FRA,9,R_0,,1.0,
16,10.0,FRA_11,FRA,3,G_0,,1.0,
16,10.0,FRA_19,FRA,3,A_0,,,1.0
16,10.0,JAP_2,JAP,L,FS_0,,1.0,
16,10.0,JAP_5,JAP,1,B_0,1.0,,
16,26.0,JAP_5,JAP,8,R_1,,1.0,
16,26.0,JAP_8,JAP,3,G_0,,1.0,
16,26.0,JAP_6,JAP,2,AT_0,1.0,,
16,26.0,FRA_19,FRA,Y,JS_0,,1.0,
16,26.0,FRA_4,FRA,3,B_0,,,1.0
15,9.0,POL_21,POL,6,D_0,,1.0,
15,9.0,POL_19,POL,3,G_0,,1.0,
15,9.0,POL_6,POL,3,At_0,,1.0,
15,9.0,POL_21,POL,8,D_0,1.0,,
15,9.0,ITA_19,ITA,1,B_0,,1.0,
15,9.0,ITA_19,ITA,1,D_0,,1.0,
15,9.0,ITA_6,ITA,5,G_0,,1.0,
15,9.0,ITA_15,ITA,1,A_0,,,1.0
15,9.0,POL_16,POL,7,R_0,,1.0,
15,9.0,POL_19,POL,1,G_0,,1.0,
15,9.0,POL_21,POL,1,A_0,,1.0,
15,9.0,ITA_16,ITA,L,JS_0,,1.0,
15,9.0,ITA_19,ITA,3,B_0,,1.0,
15,9.0,ITA_15,ITA,2,D_0,,1.0,
15,9.0,ITA_6,ITA,2,G_0,,1.0,
15,9.0,ITA_16,ITA,3,A_0,,1.0,
1,21.0,POL_16,POL,7,R_0,,1.0,
1,21.0,POL_19,POL,1,G_0,,1.0,
1,21.0,POL_6,POL,3,A_0,,1.0,
1,21.0,IRI_2,IRI,Y,JS_0,,1.0,
1,21.0,IRI_2,IRI,8,D_0,,1.0,
1,21.0,IRI_17,IRI,3,G_0,,1.0,
1,21.0,IRI_22,IRI,1,A_0,1.0,,
29,37.0,POL_16,POL,9,R_0,,1.0,
29,37.0,POL_19,POL,8,G_0,,1.0,
29,37.0,POL_14,POL,1,A_0,1.0,,
29,37.0,USA_11,USA,Y,JS_0,,1.0,
22,40.0,BRA_14,BRA,3,B_0,1.0,,
22,40.0,BRA_6,BRA,8,R_0,,1.0,
22,40.0,BRA_14,BRA,1,G_0,,1.0,
22,40.0,BRA_18,BRA,6,A_0,,1.0,
22,40.0,USA_11,USA,M,JS_0,,1.0,
22,40.0,USA_20,USA,1,D_0,,1.0,
22,40.0,USA_11,USA,5,G_0,,1.0,
22,40.0,USA_8,USA,1,A_0,,,1.0
10,40.0,ITA_19,ITA,3,B_0,,1.0,
10,40.0,ITA_15,ITA,1,D_1,,1.0,
10,40.0,ITA_6,ITA,2,G_1,,1.0,
10,40.0,ITA_16,ITA,3,At_0,,1.0,
10,40.0,ITA_7,ITA,3,D_0,1.0,,
10,40.0,NED_3,NED,1,B_0,,,1.0
10,40.0,ITA_5,ITA,L,JS_0,,1.0,
10,40.0,NED_12,NED,L,JS_0,1.0,,
10,40.0,NED_12,NED,9,R_1,,1.0,
10,40.0,NED_2,NED,3,G_0,,1.0,
10,40.0,NED_3,NED,1,A_0,,1.0,
13,24.0,ITA_14,ITA,3,B_0,,1.0,
13,24.0,ITA_5,ITA,1,B_0,1.0,,
13,24.0,POL_17,POL,1,D_0,,1.0,
13,24.0,POL_19,POL,5,G_1,,1.0,
13,24.0,POL_16,POL,3,A_0,,,1.0
13,24.0,ITA_7,ITA,8,R_0,,1.0,
13,24.0,ITA_6,ITA,1,G_0,,1.0,
13,24.0,ITA_16,ITA,3,A_0,,1.0,
13,24.0,POL_16,POL,M,JS_0,,1.0,
13,24.0,POL_16,POL,8,D_0,,1.0,
13,24.0,POL_6,POL,9,G_0,,1.0,
13,24.0,POL_14,POL,1,At_0,,1.0,
8,1.0,FRA_9,FRA,8,R_1,,1.0,
8,1.0,FRA_11,FRA,3,G_1,,1.0,
8,1.0,FRA_14,FRA,2,A_0,,,1.0
8,1.0,ITA_15,ITA,Y,JS_0,,1.0,
8,1.0,ITA_7,ITA,4,D_0,1.0,,
13,13.0,POL_17,POL,8,R_0,1.0,,
13,13.0,ITA_5,ITA,L,JS_0,,,1.0
4,33.0,POL_21,POL,6,R_0,1.0,,
4,33.0,IRI_2,IRI,L,FS_0,,,1.0
19,6.0,BRA_9,BRA,8,D_0,,1.0,
19,6.0,BRA_1,BRA,6,G_0,,1.0,
19,6.0,BRA_18,BRA,3,A_0,,,1.0
19,6.0,USA_5,USA,9,D_0,1.0,,
19,6.0,BRA_9,BRA,4,R_0,,1.0,
19,6.0,BRA_1,BRA,2,G_0,,1.0,
19,6.0,BRA_28,BRA,1,A_0,,1.0,
19,6.0,USA_4,USA,L,FS_0,,1.0,
19,6.0,USA_2,USA,8,D_0,,1.0,
19,6.0,USA_5,USA,6,G_0,,1.0,
19,6.0,USA_8,USA,1,A_0,,1.0,
28,39.0,USA_2,USA,8,R_0,,1.0,
28,39.0,USA_11,USA,2,G_1,,1.0,
28,39.0,USA_20,USA,1,A_0,,,1.0
28,39.0,POL_6,POL,Y,JS_0,,1.0,
28,39.0,POL_6,POL,6,D_0,1.0,,
9,5.0,NED_4,NED,7,R_0,,1.0,
9,5.0,NED_17,NED,FZ,G_0,,1.0,
9,5.0,NED_14,NED,1,A_0,,1.0,
9,5.0,ITA_6,ITA,M,JS_0,,1.0,
9,5.0,ITA_19,ITA,3,B_0,1.0,,
10,4.0,ITA_7,ITA,5,R_1,,1.0,
10,4.0,ITA_6,ITA,2,G_1,,1.0,
10,4.0,ITA_19,ITA,2,A_0,,,1.0
10,4.0,NED_8,NED,L,JS_0,,1.0,
10,4.0,NED_2,NED,6,D_0,1.0,,
4,13.0,POL_16,POL,1,D_0,1.0,,
4,13.0,POL_16,POL,8,R_1,,1.0,
4,13.0,POL_19,POL,2,G_0,,1.0,
4,13.0,POL_16,POL,1,A_0,,1.0,
4,13.0,IRI_18,IRI,L,FS_0,,1.0,
4,13.0,IRI_17,IRI,3,B_0,,,1.0
9,35.0,NED_2,NED,4,D_0,,1.0,
9,35.0,NED_18,NED,6,G_0,,1.0,
9,35.0,NED_12,NED,1,A_0,,,1.0
9,35.0,ITA_17,ITA,3,B_0,1.0,,
9,35.0,NED_12,NED,7,R_0,,1.0,
9,35.0,NED_2,NED,5,G_0,,1.0,
9,35.0,NED_14,NED,3,A_0,,1.0,
9,35.0,ITA_15,ITA,L,JS_0,,1.0,
9,35.0,ITA_17,ITA,1,B_0,,1.0,
4,16.0,POL_12,POL,3,D_0,1.0,,
4,16.0,POL_16,POL,8,R_0,,1.0,
4,16.0,POL_12,POL,1,G_0,,1.0,
4,16.0,POL_7,POL,2,A_0,,1.0,
4,16.0,IRI_18,IRI,L,FS_0,,1.0,
4,16.0,IRI_2,IRI,2,B_0,,,1.0
5,2.0,IRI_8,IRI,4,R_1,,1.0,
5,2.0,IRI_18,IRI,2,G_0,,1.0,
5,2.0,IRI_17,IRI,3,A_0,1.0,,
5,2.0,POL_7,POL,L,FS_0,,1.0,
5,2.0,POL_16,POL,1,B_0,,,1.0
10,12.0,ITA_7,ITA,8,R_0,,1.0,
10,12.0,ITA_6,ITA,2,G_0,,1.0,
10,12.0,ITA_5,ITA,2,A_0,1.0,,
10,12.0,NED_3,NED,M,JS_0,,1.0,
12,19.0,NED_22,NED,2,At_0,,,1.0
12,19.0,ITA_7,ITA,2,D_0,1.0,,
12,19.0,NED_7,NED,5,R_1,,1.0,
12,19.0,NED_2,NED,2,G_0,,1.0,
12,19.0,NED_7,NED,1,A_0,,1.0,
12,19.0,ITA_6,ITA,M,JS_0,,1.0,
12,19.0,ITA_19,ITA,3,B_0,,1.0,
12,19.0,ITA_6,ITA,6,D_0,,1.0,
24,40.0,FRA_9,FRA,5,R_1,,1.0,
24,40.0,FRA_11,FRA,2,A_0,,,1.0
24,40.0,UAS_18,UAS,Y,JS_0,,1.0,
24,40.0,UAS_11,UAS,3,D_0,1.0,,
7,22.0,FRA_1,FRA,Y,JS_0,1.0,,
12,17.0,NED_12,NED,5,D_0,,1.0,
12,17.0,NED_7,NED,2,G_0,,1.0,
12,17.0,NED_14,NED,1,A_0,,,1.0
12,17.0,ITA_19,ITA,2,B_0,1.0,,
12,17.0,NED_18,NED,8,R_0,,1.0,
12,17.0,NED_2,NED,4,G_0,,1.0,
12,17.0,NED_14,NED,3,A_0,,1.0,
12,17.0,ITA_14,ITA,M,JS_0,,1.0,
12,17.0,ITA_5,ITA,1,B_0,,1.0,
15,10.0,POL_21,POL,8,R_0,,1.0,
15,10.0,POL_19,POL,2,G_0,,1.0,
15,10.0,POL_21,POL,2,A_0,,,1.0
15,10.0,ITA_16,ITA,L,FS_0,,1.0,
15,10.0,ITA_6,ITA,3,B_0,1.0,,
30,22.0,POL_10,POL,7,R_0,,1.0,
30,22.0,POL_12,POL,2,G_0,,1.0,
30,22.0,POL_10,POL,1,A_0,,,1.0
30,22.0,USA_4,USA,Y,FS_0,,1.0,
30,22.0,USA_5,USA,6,D_0,1.0,,
14,47.0,ITA_6,ITA,1,B_0,,1.0,
14,47.0,ITA_16,ITA,4,D_0,,1.0,
14,47.0,ITA_6,ITA,2,G_0,,1.0,
14,47.0,ITA_15,ITA,1,At_0,,,1.0
14,47.0,POL_20,POL,4,D_0,1.0,,
14,47.0,ITA_5,ITA,8,R_0,,1.0,
14,47.0,ITA_15,ITA,4,G_0,,1.0,
14,47.0,ITA_16,ITA,3,A_0,,1.0,
14,47.0,POL_20,POL,L,JS_0,,1.0,
14,47.0,POL_15,POL,1,B_0,,1.0,
14,47.0,POL_6,POL,3,D_0,,1.0,
14,47.0,POL_19,POL,2,G_0,,1.0,
14,47.0,POL_21,POL,1,D_0,,1.0,
30,12.0,POL_21,POL,7,R_0,,1.0,
30,12.0,POL_17,POL,FZ,D_0,,1.0,
30,12.0,POL_6,POL,6,A_0,,,1.0
30,12.0,USA_8,USA,Y,JS_0,,1.0,
30,12.0,USA_2,USA,1,B_0,1.0,,
28,1.0,USA_2,USA,M,JS_0,1.0,,
10,27.0,NED_18,NED,8,R_0,,1.0,
10,27.0,NED_2,NED,2,G_0,,1.0,
10,27.0,NED_14,NED,1,A_0,,,1.0
10,27.0,ITA_16,ITA,L,JS_0,,1.0,
10,27.0,ITA_5,ITA,8,D_0,1.0,,
10,25.0,NED_12,NED,1,D_0,,1.0,
10,25.0,NED_22,NED,2,G_0,,1.0,
10,25.0,NED_3,NED,1,A_0,,,1.0
10,25.0,ITA_19,ITA,4,D_0,1.0,,
10,25.0,NED_18,NED,6,R_1,,1.0,
10,25.0,NED_2,NED,2,G_0,,1.0,
10,25.0,NED_3,NED,1,A_0,,1.0,
10,25.0,ITA_19,ITA,L,FS_0,,1.0,
10,25.0,ITA_16,ITA,3,B_0,,1.0,
4,37.0,POL_10,POL,4,R_0,,1.0,
4,37.0,POL_12,POL,2,G_0,,1.0,
4,37.0,POL_5,POL,3,A_0,,,1.0
4,37.0,IRI_1,IRI,M,FS_0,,1.0,
4,37.0,IRI_22,IRI,1,B_0,1.0,,
29,44.0,POL_19,POL,9,D_0,1.0,,
29,44.0,POL_16,POL,7,R_0,,1.0,
29,44.0,POL_21,POL,1,G_0,,1.0,
29,44.0,POL_6,POL,1,At_0,,1.0,
29,44.0,USA_15,USA,Y,JS_0,,1.0,
29,44.0,USA_2,USA,3,B_0,,1.0,
29,44.0,USA_8,USA,8,D_1,,1.0,
29,44.0,USA_11,USA,2,G_1,,1.0,
29,44.0,USA_4,USA,2,A_0,,,1.0
28,27.0,USA_5,USA,Y,JS_0,1.0,,
16,29.0,FRA_1,FRA,6,R_1,,1.0,
16,29.0,FRA_11,FRA,2,G_0,,1.0,
16,29.0,FRA_4,FRA,1,AT_0,,,1.0
16,29.0,JAP_8,JAP,M,FS_0,,1.0,
16,29.0,JAP_5,JAP,1,B_0,1.0,,
29,19.0,POL_16,POL,4,R_0,,1.0,
29,19.0,POL_19,POL,2,G_1,,1.0,
29,19.0,POL_16,POL,1,A_0,1.0,,
29,19.0,USA_4,USA,Y,FS_0,,1.0,
14,12.0,POL_17,POL,8,R_1,,1.0,
14,12.0,POL_19,POL,2,G_1,,1.0,
14,12.0,POL_20,POL,2,A_0,,,1.0
14,12.0,ITA_16,ITA,L,JS_0,,1.0,
14,12.0,ITA_16,ITA,9,D_0,1.0,,
9,10.0,ITA_15,ITA,1,B_0,1.0,,
9,10.0,ITA_5,ITA,8,R_0,,1.0,
9,10.0,ITA_6,ITA,2,G_0,,1.0,
9,10.0,ITA_15,ITA,1,A_0,,1.0,
9,10.0,NED_14,NED,Y,JS_0,,1.0,
9,10.0,NED_22,NED,3,B_0,,1.0,
9,10.0,NED_18,NED,4,D_0,,1.0,
9,10.0,NED_2,NED,2,G_0,,1.0,
9,10.0,NED_14,NED,3,A_0,,,1.0
23,21.0,USA_5,USA,2,D_0,,1.0,
23,21.0,USA_11,USA,1,G_0,,1.0,
23,21.0,USA_2,USA,3,At_0,,1.0,
23,21.0,USA_8,USA,8,D_0,1.0,,
23,21.0,FRA_1,FRA,3,B_0,,1.0,
23,21.0,FRA_1,FRA,3,D_0,,1.0,
23,21.0,FRA_11,FRA,3,G_0,,1.0,
23,21.0,FRA_9,FRA,5,A_0,,,1.0
23,21.0,USA_22,USA,6,R_0,,1.0,
23,21.0,USA_11,USA,6,G_0,,1.0,
23,21.0,USA_5,USA,3,A_0,,1.0,
23,21.0,FRA_9,FRA,Y,JS_0,,1.0,
23,21.0,FRA_11,FRA,6,D_0,,1.0,
23,21.0,FRA_9,FRA,5,G_0,,1.0,
23,21.0,FRA_4,FRA,6,A_0,,1.0,
13,19.0,ITA_15,ITA,7,R_0,,1.0,
13,19.0,ITA_6,ITA,FZ,G_0,,1.0,
13,19.0,ITA_16,ITA,3,A_0,,,1.0
13,19.0,POL_15,POL,Y,JS_0,,1.0,
13,19.0,POL_16,POL,3,B_0,1.0,,
27,18.0,FRA_9,FRA,5,R_1,,1.0,
27,18.0,FRA_11,FRA,2,A_0,,,1.0
27,18.0,USA_4,USA,Y,FS_0,,1.0,
27,18.0,USA_4,USA,5,D_0,1.0,,
28,6.0,POL_14,POL,8,R_0,,1.0,
28,6.0,POL_19,POL,2,G_1,,1.0,
28,6.0,POL_14,POL,2,A_0,,,1.0
28,6.0,USA_11,USA,Y,JS_0,,1.0,
28,6.0,USA_20,USA,2,B_0,1.0,,
19,37.0,USA_2,USA,6,R_0,,1.0,
19,37.0,USA_11,USA,2,G_0,,1.0,
19,37.0,USA_5,USA,6,A_0,,,1.0
19,37.0,BRA_1,BRA,M,FS_0,,1.0,
19,37.0,BRA_18,BRA,1,B_0,,1.0,
19,37.0,BRA_17,BRA,FZ,D_0,1.0,,
7,12.0,ITA_16,ITA,L,JS_0,1.0,,
14,48.0,POL_15,POL,4,R_0,,1.0,
14,48.0,POL_19,POL,3,G_0,,1.0,
14,48.0,POL_6,POL,3,A_0,,,1.0
14,48.0,ITA_15,ITA,L,JS_0,,1.0,
14,48.0,ITA_19,ITA,1,B_0,1.0,,
3,15.0,IRI_17,IRI,9,D_0,,1.0,
3,15.0,IRI_2,IRI,3,B_0,1.0,,
3,15.0,POL_14,POL,1,D_0,,1.0,
3,15.0,POL_19,POL,6,G_0,,1.0,
3,15.0,POL_14,POL,1,A_0,,,1.0
3,15.0,IRI_22,IRI,8,R_0,,1.0,
3,15.0,IRI_18,IRI,5,G_0,,1.0,
3,15.0,IRI_17,IRI,3,D_0,,1.0,
3,15.0,POL_19,POL,L,FS_0,,1.0,
3,15.0,POL_6,POL,3,D_0,,1.0,
3,15.0,POL_19,POL,2,G_0,,1.0,
3,15.0,POL_6,POL,3,A_0,,1.0,
20,16.0,BRA_18,BRA,8,R_0,,1.0,
20,16.0,BRA_1,BRA,5,G_0,,1.0,
20,16.0,BRA_28,BRA,6,A_0,,,1.0
20,16.0,USA_2,USA,M,JS_0,,1.0,
20,16.0,USA_8,USA,1,B_0,1.0,,
24,5.0,FRA_9,FRA,5,R_0,,1.0,
24,5.0,FRA_11,FRA,3,G_1,,1.0,
24,5.0,FRA_4,FRA,1,A_0,,,1.0
24,5.0,UAS_8,UAS,Y,JS_0,,1.0,
24,5.0,UAS_8,UAS,8,D_0,1.0,,
26,38.0,FRA_9,FRA,3,B_0,,1.0,
26,38.0,FRA_25,FRA,FZ,D_0,,1.0,
26,38.0,FRA_6,FRA,FZ,D_0,,1.0,
26,38.0,FRA_17,FRA,5,D_0,,1.0,
26,38.0,FRA_9,FRA,FZ,D_0,,1.0,
26,38.0,FRA_12,FRA,2,A_0,1.0,,
26,38.0,USA_4,USA,2,D_0,,1.0,
26,38.0,USA_11,USA,2,G_0,,1.0,
26,38.0,USA_4,USA,2,A_0,,1.0,
26,38.0,USA_4,USA,3,B_0,,1.0,
26,38.0,USA_22,USA,4,D_0,,1.0,
26,38.0,USA_11,USA,5,G_0,,1.0,
26,38.0,USA_2,USA,1,A_0,,1.0,
26,38.0,USA_2,USA,5,R_0,,1.0,
26,38.0,USA_11,USA,2,G_0,,1.0,
26,38.0,USA_18,USA,1,A_0,,1.0,
26,38.0,FRA_25,FRA,L,JS_0,,1.0,
26,38.0,FRA_25,FRA,8,D_0,,1.0,
26,38.0,FRA_17,FRA,5,G_0,,1.0,
26,38.0,FRA_12,FRA,1,A_0,,1.0,
7,19.0,ITA_7,ITA,9,R_0,1.0,,
7,19.0,FRA_9,FRA,Y,JS_0,,,1.0
29,38.0,POL_16,POL,9,R_0,,1.0,
29,38.0,POL_19,POL,5,G_0,,1.0,
29,38.0,POL_6,POL,3,A_0,,,1.0
29,38.0,USA_11,USA,Y,JS_0,,1.0,
29,38.0,USA_2,USA,8,D_0,1.0,,
27,25.0,USA_22,USA,8,R_0,,1.0,
27,25.0,USA_11,USA,2,G_1,,1.0,
27,25.0,USA_20,USA,2,A_0,1.0,,
27,25.0,FRA_11,FRA,Y,JS_0,,1.0,
11,6.0,ITA_15,ITA,7,R_1,,1.0,
11,6.0,ITA_6,ITA,2,G_1,,1.0,
11,6.0,ITA_16,ITA,1,A_0,,,1.0
11,6.0,NED_12,NED,L,FS_0,,1.0,
11,6.0,NED_8,NED,1,B_0,1.0,,
3,10.0,POL_17,POL,8,R_0,,1.0,
3,10.0,POL_19,POL,FZ,G_0,,1.0,
3,10.0,POL_6,POL,3,A_0,1.0,,
3,10.0,IRI_22,IRI,Y,JS_0,,1.0,
6,5.0,FRA_17,FRA,4,R_0,1.0,,
6,5.0,ITA_5,ITA,L,JS_0,,,1.0
1,19.0,IRI_17,IRI,4,R_0,,1.0,
1,19.0,IRI_1,IRI,2,G_0,,1.0,
1,19.0,IRI_2,IRI,3,A_0,,1.0,
1,19.0,POL_14,POL,L,JS_0,,1.0,
1,19.0,POL_15,POL,1,B_0,,1.0,
1,19.0,POL_14,POL,8,D_0,,1.0,
1,19.0,POL_19,POL,3,G_0,,1.0,
1,19.0,POL_16,POL,1,At_0,1.0,,
21,45.0,USA_2,USA,9,R_0,,1.0,
21,45.0,USA_11,USA,2,G_0,,1.0,
21,45.0,USA_8,USA,1,A_0,,,1.0
21,45.0,BRA_1,BRA,M,JS_0,,1.0,
21,45.0,BRA_9,BRA,7,D_0,1.0,,
6,24.0,ITA_19,ITA,3,B_0,1.0,,
6,24.0,ITA_5,ITA,9,R_0,,1.0,
6,24.0,ITA_6,ITA,3,G_1,,1.0,
6,24.0,ITA_15,ITA,1,At_0,,1.0,
6,24.0,FRA_17,FRA,M,JS_0,,1.0,
6,24.0,FRA_11,FRA,3,B_0,,1.0,
6,24.0,FRA_14,FRA,3,D_0,,1.0,
6,24.0,FRA_11,FRA,4,G_0,,1.0,
6,24.0,FRA_9,FRA,1,At_0,,,1.0
18,40.0,FRA_17,FRA,4,R_0,,1.0,
18,40.0,FRA_11,FRA,6,G_1,,1.0,
18,40.0,FRA_1,FRA,2,A_0,,,1.0
18,40.0,JAP_6,JAP,L,FS_0,,1.0,
18,40.0,JAP_2,JAP,2,B_0,1.0,,
18,3.0,FRA_19,FRA,7,R_0,,1.0,
18,3.0,FRA_11,FRA,5,G_0,,1.0,
18,3.0,FRA_17,FRA,1,A_0,,,1.0
18,3.0,JAP_5,JAP,Y,JS_0,,1.0,
18,3.0,JAP_1,JAP,6,D_0,1.0,,
7,40.0,FRA_9,FRA,Y,JS_0,1.0,,
20,41.0,USA_8,USA,9,D_0,1.0,,
20,41.0,USA_8,USA,6,R_0,,1.0,
20,41.0,USA_11,USA,1,G_0,,1.0,
20,41.0,USA_2,USA,1,At_0,,1.0,
20,41.0,BRA_18,BRA,Y,JS_0,,1.0,
20,41.0,BRA_16,BRA,3,D_0,,1.0,
20,41.0,BRA_1,BRA,5,G_0,,1.0,
20,41.0,BRA_9,BRA,1,A_0,,,1.0
16,20.0,JAP_7,JAP,2,B_0,,,1.0
16,20.0,FRA_14,FRA,2,D_0,1.0,,
16,20.0,JAP_7,JAP,7,R_0,,1.0,
16,20.0,JAP_8,JAP,2,G_0,,1.0,
16,20.0,JAP_7,JAP,1,A_0,,1.0,
16,20.0,FRA_17,FRA,M,JS_0,,1.0,
16,20.0,FRA_4,FRA,3,D_0,,1.0,
16,20.0,FRA_11,FRA,4,D_0,,1.0,
16,20.0,FRA_19,FRA,1,A_0,,1.0,
12,26.0,ITA_7,ITA,8,R_0,,1.0,
12,26.0,ITA_6,ITA,3,G_0,,1.0,
12,26.0,ITA_15,ITA,1,A_0,,1.0,
12,26.0,NED_7,NED,L,JS_0,,1.0,
12,26.0,NED_22,NED,3,B_0,1.0,,
13,8.0,ITA_15,ITA,8,D_0,,1.0,
13,8.0,ITA_6,ITA,2,G_0,,1.0,
13,8.0,ITA_5,ITA,1,A_0,,1.0,
13,8.0,ITA_6,ITA,3,B_0,1.0,,
13,8.0,POL_15,POL,3,B_0,,1.0,
13,8.0,POL_16,POL,8,D_0,,1.0,
13,8.0,POL_19,POL,2,G_0,,1.0,
13,8.0,POL_14,POL,1,At_0,,,1.0
13,8.0,ITA_5,ITA,4,R_0,,1.0,
13,8.0,ITA_6,ITA,5,G_0,,1.0,
13,8.0,ITA_16,ITA,3,A_0,,1.0,
13,8.0,POL_20,POL,L,JS_0,,1.0,
13,8.0,POL_15,POL,1,B_0,,1.0,
13,8.0,POL_20,POL,FZ,D_0,,1.0,
13,8.0,POL_19,POL,5,G_0,,1.0,
13,8.0,POL_6,POL,1,A_0,,1.0,
13,29.0,ITA_15,ITA,8,R_0,,1.0,
13,29.0,ITA_6,ITA,5,G_0,,1.0,
13,29.0,ITA_16,ITA,3,A_0,,,1.0
13,29.0,POL_20,POL,L,JS_0,,1.0,
13,29.0,POL_14,POL,1,B_0,1.0,,
26,19.0,FRA_9,FRA,5,D_1,,1.0,
26,19.0,FRA_11,FRA,2,G_1,,1.0,
26,19.0,FRA_1,FRA,2,A_0,,1.0,
26,19.0,FRA_9,FRA,4,D_0,1.0,,
26,19.0,USA_20,USA,2,B_0,,,1.0
26,19.0,FRA_9,FRA,5,R_0,,1.0,
26,19.0,FRA_2,FRA,FZ,D_0,,1.0,
